-3.141592654,0.027182992,,,,,,,,,
-3.089232776,0.032194381,,,,,,,,,
-3.036872898,0.054517844,,,,,,,,,
-2.984513021,0.043735763,,,,,,,,,
-2.932153143,0.085193622,,,,,,,,,
-2.879793266,0.10022779,,,,,,,,,
-2.827433388,0.065148064,,,,,,,,,
-2.775073511,0.118299165,,,,,,,,,
-2.722713633,0.12649962,,,,,,,,,
-2.670353756,0.174335611,,,,,,,,,
-2.617993878,0.151860289,,,,,,,,,
-2.565634,0.172665148,,,,,,,,,
-2.513274123,0.206074412,,,,,,,,,
-2.460914245,0.184510251,,,,,,,,,
-2.408554368,0.196507213,,,,,,,,,
-2.35619449,0.240242976,,,,,,,,,
-2.303834613,0.224145786,,,,,,,,,
-2.251474735,0.248747153,,,,,,,,,
-2.199114858,0.290660592,,,,,,,,,
-2.14675498,0.28929385,,,,,,,,,
-2.094395102,0.295975702,,,,,,,,,
-2.042035225,0.320728929,,,,,,,,,
-1.989675347,0.355656796,,,,,,,,,
-1.93731547,0.349126803,,,,,,,,,
-1.884955592,0.357479119,,,,,,,,,
-1.832595715,0.389825361,,,,,,,,,
-1.780235837,0.414578588,,,,,,,,,
-1.727875959,0.4103265,,,,,,,,,
-1.675516082,0.434472285,,,,,,,,,
-1.623156204,0.453302961,,,,,,,,,
-1.570796327,0.446469248,,,,,,,,,
-1.518436449,0.440091116,,,,,,,,,
-1.466076572,0.498861048,,,,,,,,,
-1.413716694,0.471981777,,,,,,,,,
-1.361356817,0.558390281,,,,,,,,,
-1.308996939,0.525588459,,,,,,,,,
-1.256637061,0.530296128,,,,,,,,,
-1.204277184,0.580410023,,,,,,,,,
-1.151917306,0.582384207,,,,,,,,,
-1.099557429,0.583902809,,,,,,,,,
-1.047197551,0.640698557,,,,,,,,,
-0.994837674,0.625056948,,,,,,,,,
-0.942477796,0.649962035,,,,,,,,,
-0.890117919,0.647076689,,,,,,,,,
-0.837758041,0.673955961,,,,,,,,,
-0.785398163,0.699316629,,,,,,,,,
-0.733038286,0.713135915,,,,,,,,,
-0.680678408,0.718906606,,,,,,,,,
-0.628318531,0.714350797,,,,,,,,,
-0.575958653,0.74745634,,,,,,,,,
-0.523598776,0.762794229,,,,,,,,,
-0.471238898,0.772665148,,,,,,,,,
-0.41887902,0.803492787,,,,,,,,,
-0.366519143,0.797570235,,,,,,,,,
-0.314159265,0.820197418,,,,,,,,,
-0.261799388,0.856188307,,,,,,,,,
-0.20943951,0.858769932,,,,,,,,,
-0.157079633,0.840546697,,,,,,,,,
-0.104719755,0.895823842,,,,,,,,,
-0.052359878,0.917539863,,,,,,,,,
-4.44E-16,1,,,,,,,,,
0.052359878,0.908428246,,,,0.917539863,0.908428246,,t-Test: Paired Two Sample for Means,,
0.104719755,0.890660592,,,,0.895823842,0.890660592,,,,
0.157079633,0.860440395,,,,0.840546697,0.860440395,,,Variable 1,Variable 2
0.20943951,0.836294609,,,,0.858769932,0.836294609,,Mean,0.460342587,0.45093497
0.261799388,0.84722855,,,,0.856188307,0.84722855,,Variance,0.067751607,0.068240475
0.314159265,0.827334852,,,,0.820197418,0.827334852,,Observations,59,59
0.366519143,0.787547456,,,,0.797570235,0.787547456,,Pearson Correlation,0.996305952,
0.41887902,0.781169324,,,,0.803492787,0.781169324,,Hypothesized Mean Difference,0,
0.471238898,0.807593014,,,,0.772665148,0.807593014,,df,58,
0.523598776,0.721488231,,,,0.762794229,0.721488231,,t Stat,3.221213011,
0.575958653,0.702050114,,,,0.74745634,0.702050114,,P(T<=t) one-tail,0.001047175,
0.628318531,0.701138952,,,,0.714350797,0.701138952,,t Critical one-tail,1.671552762,
0.680678408,0.718299165,,,,0.718906606,0.718299165,,P(T<=t) two-tail,0.002094351,
0.733038286,0.683826879,,,,0.713135915,0.683826879,,t Critical two-tail,2.001717484,
0.785398163,0.688078967,,,,0.699316629,0.688078967,,,,
0.837758041,0.663477601,,,,0.673955961,0.663477601,,,,
0.890117919,0.661351557,,,,0.647076689,0.661351557,,,,
0.942477796,0.610174639,,,,0.649962035,0.610174639,,,,
0.994837674,0.618678815,,,,0.625056948,0.618678815,,,,
1.047197551,0.60015186,,,,0.640698557,0.60015186,,,,
1.099557429,0.601366743,,,,0.583902809,0.601366743,,,,
