0,412.0
1,442.5
2,454.5
3,436.0
4,356.5
5,442.5
6,367.0
7,278.5
8,279.0
9,277.0
10,284.5
11,294.5
12,309.5
13,278.5
14,286.5
15,267.0
16,278.5
17,281.0
18,292.5
19,299.0
20,286.0
21,277.0
22,260.0
23,263.5
24,280.0
25,940.5
26,342.0
27,275.5
28,278.5
29,264.0
30,270.5
31,263.5
32,286.5
33,299.5
34,278.5
35,278.0
36,279.5
37,266.5
38,284.5
39,1880.0
40,293.0
41,273.0
42,259.5
43,264.5
44,264.5
45,293.0
46,312.0
47,997.0
48,284.5
49,258.5
50,264.5
51,512.0
52,291.0
53,291.5
54,1038.0
55,939.0
56,260.5
57,991.5
58,269.5
59,265.0
60,2048.0
61,1122.0
62,275.0
63,302.5
64,265.5
65,248.0
66,341.0
67,266.5
68,1060.0
69,344.0
70,259.0
71,265.5
72,1984.5
73,344.5
74,1021.0
75,1030.0
76,281.5
77,259.0
78,258.0
79,1017.0
80,1020.0
81,296.5
82,1098.0
83,336.0
84,1022.5
86,268.0
88,369.5
89,160.0
91,265.5
103,466.0
104,466.0
105,474.0
106,907.0
107,596.5
108,474.5
109,461.0
110,466.0
111,427.5
112,375.5
113,370.0
114,373.0
115,370.0
116,371.0
117,427.0
118,436.0
119,372.0
120,370.0
121,373.0
122,370.0
123,370.0
124,370.0
125,373.0
126,344.5
127,295.5
128,371.0
129,370.0
130,372.0
131,378.0
132,376.0
133,376.0
134,376.0
135,363.0
136,378.0
137,378.0
138,376.0
139,376.0
140,376.0
141,376.0
142,378.0
143,376.0
144,378.0
145,378.0
146,378.0
147,376.0
148,376.0
149,378.0
150,375.0
151,376.0
152,570.0
153,559.0
154,376.0
155,376.0
156,370.0
157,370.0
158,377.0
159,377.0
160,376.0
161,376.0
162,347.5
163,376.0
164,370.0
165,376.0
166,400.0
167,397.0
168,370.0
169,372.5
170,379.0
171,381.5
172,383.0
173,382.0
174,400.0
175,376.0
176,372.0
177,379.0
178,382.0
179,400.0
180,400.0
181,405.5
182,347.0
183,376.0
184,370.0
185,369.5
186,370.5
187,370.0
188,379.0
189,302.0
190,370.0
191,346.5
192,370.5
193,376.0
194,370.5
195,370.5
196,346.5
197,351.5
198,347.5
199,302.0
200,346.5
201,304.5
202,346.5
203,302.0
204,304.0
205,346.5
206,351.5
207,347.0
208,346.5
209,369.5
210,303.5
211,348.0
212,347.0
213,376.0
214,369.5
215,369.5
216,378.0
217,302.0
218,352.5
219,378.0
220,369.5
221,369.5
222,379.0
223,376.0
224,376.0
225,347.0
226,375.0
227,362.5
228,303.0
229,369.5
230,370.0
231,372.0
232,344.0
233,359.0
234,343.5
235,461.5
236,554.5
237,552.5
238,385.0
239,343.5
240,361.0
241,494.5
242,522.5
243,517.0
244,540.5
245,343.0
246,331.0
247,323.5
248,343.5
249,344.5
250,345.0
251,344.0
252,334.5
253,311.5
254,331.5
255,343.5
256,344.5
257,344.5
258,345.0
259,334.5
260,311.0
261,297.5
262,345.5
263,327.5
264,344.5
265,345.0
266,329.5
267,310.5
268,293.5
269,313.0
270,344.5
271,343.5
272,318.5
273,329.5
274,330.0
275,312.0
276,293.5
277,344.0
278,330.5
279,319.0
280,329.5
281,279.0
282,311.0
283,313.5
284,329.5
285,329.5
286,304.5
287,314.0
288,277.0
289,341.0
290,294.5
291,333.0
292,334.5
293,309.0
294,310.5
295,285.0
296,311.0
297,294.0
298,355.0
299,341.0
300,344.0
301,308.5
302,293.5
303,304.0
304,311.5
305,342.0
306,342.0
307,331.0
308,264.5
309,306.0
310,309.0
311,310.5
312,331.0
313,331.0
314,344.0
315,310.5
316,293.0
317,282.5
318,287.0
319,334.0
320,310.5
321,341.5
322,292.5
323,309.0
324,285.0
325,311.0
326,297.5
327,311.0
328,357.5
329,280.5
330,293.5
331,342.0
332,277.5
333,283.0
334,331.5
335,341.0
336,278.5
337,260.5
338,271.0
339,298.0
340,283.0
341,297.0
342,340.0
343,310.5
344,346.0
345,299.5
346,327.5
347,311.5
348,354.0
349,373.0
350,351.0
351,484.0
352,284.0
353,386.5
354,368.5
355,384.5
356,371.5
357,378.5
358,369.0
359,355.5
360,333.5
361,345.0
362,360.5
363,416.0
